student_id,age,gender,gpa,family_income,target_track,target_strand,created_at,assessment_mathematics,assessment_science,assessment_communication,assessment_critical_thinking,assessment_problem_solving,assessment_creativity,assessment_leadership,assessment_technical_knowledge,assessment_research,assessment_analysis,assessment_writing,assessment_practical_skills,assessment_analytical_thinking,assessment_business_acumen,assessment_empathy,assessment_adaptability,assessment_flexibility,assessment_programming,assessment_logical_thinking,assessment_technical_skills,assessment_hands_on,assessment_craftsmanship,assessment_mechanical_aptitude,assessment_attention_to_detail,assessment_organization,assessment_care_giving,assessment_environmental_awareness,assessment_patience,assessment_physical_stamina,assessment_observation,interests,hobbies,work_preferences
STU_34371,18,Other,3.32,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-10-25 19:31:55.929828,60.3,37.3,65.3,67.5,49.3,42.7,76.4,45.5,62.5,60.4,66.7,72.4,58.2,45.5,61.1,67.6,73.4,82.4,56.0,55.8,79.1,68.6,78.6,89.3,47.3,72.1,76.0,97.6,70.1,91.2,"sustainability,nutrition,environment,diverse_fields,experimentation,agriculture,food_production","robotics,crafting,reading_business,decorating,animal_care,science_experiments","environmental,innovative,physical,goal_oriented,outdoor_work,independent,sustainable"
STU_74158,16,Other,3.76,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-12-24 19:31:55.929882,68.3,79.0,50.3,38.0,56.1,54.2,40.7,29.9,78.2,82.4,51.0,79.1,72.1,72.4,86.7,69.3,44.6,71.9,49.5,59.0,76.7,46.4,58.9,41.6,45.2,51.8,98.3,82.3,100.0,91.5,"variety,sustainability,environment,diverse_fields,experimentation,agriculture,networking","gardening,farming,fishing,outdoor_activities,woodworking,science_experiments,cultural_activities","adaptable,research_oriented,competitive,physical,skill_based,collaborative,helping_others,creative,outdoor_work,independent,sustainable"
STU_67013,15,Male,3.73,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-06-07 19:31:55.929924,43.6,57.7,42.9,55.4,53.1,59.4,72.4,56.1,72.7,38.0,66.7,77.6,63.8,72.9,38.4,82.0,57.1,87.9,61.1,79.8,60.9,64.0,61.7,56.7,56.1,63.4,87.5,84.3,87.2,66.8,"sustainability,family_care,politics,nature,agriculture,networking","gardening,farming,fishing,cooking,math_puzzles,crafting,outdoor_activities,woodworking,coding,animal_care","caring,environmental,research_oriented,physical,skill_based,hands_on,helping_others,physical_work,leadership,challenging,technical,outdoor_work,detail_oriented,service_oriented,sustainable"
STU_85216,18,Other,3.4,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-12-20 19:31:55.929966,48.9,35.3,87.7,81.2,59.8,76.0,55.0,53.0,51.1,50.4,56.1,74.9,17.3,57.2,45.5,64.5,56.4,69.5,60.2,41.0,41.0,41.4,47.0,49.5,73.8,62.8,63.4,73.2,81.6,72.0,"cooking,environment,diverse_fields,experimentation,mechanics,agriculture","gardening,fishing,various_activities,robotics,planning,decorating,app_development,baking,debating","environmental,adaptable,innovative,physical,leadership,creative,outdoor_work,independent,sustainable"
STU_16812,18,Female,3.82,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-03-02 19:31:55.930008,47.4,58.0,51.5,61.7,81.6,73.4,43.8,97.7,77.7,49.7,47.0,85.4,70.6,86.5,67.6,50.0,52.4,69.4,39.9,82.4,51.8,74.4,78.0,100.0,55.4,55.8,78.7,83.7,75.6,94.1,"digital_media,sustainability,environment,diverse_fields,economics,nature,agriculture,food_production","gardening,fishing,tech_projects,robotics,outdoor_activities,animal_care,debating","environmental,innovative,competitive,physical,analytical,physical_work,leadership,goal_oriented,technical,outdoor_work,independent,service_oriented"
STU_96850,15,Female,3.36,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-29 19:31:55.930051,56.1,49.3,53.5,53.0,67.4,62.9,72.3,82.3,64.5,68.9,96.8,87.7,52.7,59.0,35.0,68.2,51.8,46.6,47.0,77.2,56.1,71.5,65.8,63.0,54.3,67.4,77.7,83.6,93.1,95.2,"software,sustainability,environment,management,fashion,nature,agriculture,food_production,technology","fishing,cooking,building,computer_building,robotics,outdoor_activities,reading_business,planning,repair_work,cultural_activities","exploratory,environmental,adaptable,flexible,competitive,physical,helping_others,leadership,challenging,outdoor_work,sustainable"
STU_41664,17,Male,3.45,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-27 19:31:55.930093,65.6,68.8,63.6,71.5,71.6,87.6,92.3,57.5,84.9,66.6,57.3,88.1,56.5,59.4,43.6,61.2,74.0,70.8,65.5,86.1,92.0,67.5,84.0,65.2,61.3,74.4,81.3,58.4,79.4,66.9,"software,sustainability,environment,manufacturing,web_development,mechanics,nature,agriculture,food_production,networking","gardening,farming,fishing,computer_building,volunteering,writing,outdoor_activities,planning,woodworking,repair_work,app_development,animal_care","environmental,competitive,physical,physical_work,meaningful_work,challenging,outdoor_work"
STU_75661,18,Female,2.89,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-14 19:31:55.930137,51.8,51.9,44.2,42.0,50.3,54.4,55.5,63.9,70.6,44.9,46.9,98.6,71.4,48.4,41.2,52.5,56.2,70.2,25.5,45.5,87.0,60.2,60.9,51.5,71.8,32.9,77.8,61.2,81.8,77.5,"digital_media,sustainability,innovation,environment,experimentation,nature,agriculture,history,research","gardening,fishing,cooking,computer_building,math_puzzles,gaming,outdoor_activities,planning,metalworking,coding,traveling,baking","caring,exploratory,physical,analytical,collaborative,challenging,technical,outdoor_work,sustainable"
STU_85847,17,Male,3.47,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-22 19:31:55.930179,75.2,70.4,75.4,37.4,44.9,78.0,72.2,81.1,56.4,58.4,69.2,68.5,62.9,98.0,54.6,35.9,66.2,46.5,58.4,76.3,68.4,52.7,72.6,35.0,63.0,54.2,58.4,69.9,81.9,89.5,"sustainability,building,environment,web_development,agriculture","exploring,farming,fishing,building,sewing,investing,metalworking","environmental,practical,analytical,helping_others,leadership,goal_oriented,meaningful_work,outdoor_work,independent,sustainable"
STU_57384,15,Female,3.19,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-09-01 19:31:55.930222,55.6,72.1,64.1,75.0,68.6,49.3,70.1,74.4,81.0,52.1,54.6,90.8,72.6,52.3,49.9,53.5,61.2,46.7,66.3,34.1,47.5,62.8,46.2,53.7,58.1,91.8,68.9,84.4,71.8,71.4,"entrepreneurship,cooking,environment,manufacturing,nature,agriculture,food_production,technology","gardening,fishing,cooking,sewing,robotics,volunteering,investing,outdoor_activities,reading_business,app_development,debating","environmental,innovative,physical,analytical,physical_work,creative,outdoor_work,sustainable"
STU_98759,16,Other,3.63,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-24 19:31:55.930270,57.7,81.5,77.6,53.1,56.0,68.9,60.9,50.5,69.9,84.3,75.9,95.6,57.9,43.8,30.0,28.9,56.9,67.6,72.6,63.6,49.2,69.8,42.0,43.4,69.2,41.5,74.3,72.2,83.7,87.9,"entrepreneurship,literature,sustainability,nutrition,environment,psychology,family_care,manufacturing,experimentation,nature,agriculture,exploration,food_production","learning_new_things,gardening,fishing,building,various_activities,sewing,robotics,crafting,planning,animal_care,debating","environmental,adaptable,physical,skill_based,hands_on,helping_others,sustainable"
STU_61947,16,Male,3.17,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-06 19:31:55.930315,51.3,57.5,71.0,52.0,46.3,50.4,50.9,60.5,59.6,57.5,48.0,72.7,69.7,65.1,53.5,59.1,78.2,58.9,59.9,82.9,76.1,50.4,76.1,57.5,44.2,79.6,74.9,76.9,78.2,100.0,"sustainability,environment,learning,construction,agriculture,networking,history,research","gardening,farming,fishing,cooking,sewing,computer_building,writing,gaming,outdoor_activities,decorating,networking,traveling,animal_care","environmental,innovative,physical,diverse,challenging,outdoor_work,detail_oriented,sustainable"
STU_85525,16,Other,3.91,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-22 19:31:55.930357,51.0,54.9,67.9,59.0,50.0,69.4,80.3,35.7,49.8,67.7,41.5,80.5,79.1,69.3,67.8,71.2,64.9,54.9,74.5,52.9,57.6,35.2,52.8,61.2,60.4,73.9,77.6,78.0,76.6,84.4,"entrepreneurship,engineering,sustainability,environment,social_issues,manufacturing,analysis,mechanics,construction,nature,agriculture,food_production,finance","gardening,farming,fishing,crafting,writing,outdoor_activities,networking","exploratory,adaptable,flexible,physical,skill_based,diverse,leadership,technical,outdoor_work,detail_oriented,sustainable"
STU_15334,18,Male,3.04,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-01-01 19:31:55.930400,25.3,52.7,54.7,28.0,58.1,54.7,53.4,43.4,58.7,42.5,47.4,80.0,75.3,66.2,69.2,89.4,66.6,44.3,51.6,47.1,58.0,53.8,45.9,73.9,74.9,62.7,72.0,83.2,75.9,94.9,"engineering,software,environment,economics,nature,agriculture,computers,food_production,interior_design","gardening,various_activities,sewing,volunteering,investing,gaming,outdoor_activities,debating,science_experiments,cultural_activities","environmental,physical,practical,skill_based,diverse,leadership,challenging,technical,outdoor_work,independent"
STU_95445,16,Female,3.13,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-20 19:31:55.930442,69.9,69.5,73.4,62.9,55.0,95.9,46.8,70.8,60.3,65.1,65.1,71.2,39.9,40.8,53.3,63.7,49.7,38.5,73.8,36.9,67.2,48.7,78.3,52.1,33.6,59.4,73.6,90.1,85.3,75.7,"engineering,sustainability,nutrition,construction,nature,exploration,food_production,interior_design","volunteering,investing,outdoor_activities,reading_business,networking,debating","exploratory,flexible,innovative,competitive,physical,hands_on"
STU_99562,15,Other,3.76,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-09-13 19:31:55.930484,43.5,51.2,80.5,57.8,74.2,37.8,31.2,45.8,69.9,55.7,73.3,94.6,45.6,72.5,80.8,75.5,36.1,32.2,53.3,53.8,72.6,45.5,66.2,43.8,65.2,53.1,85.6,78.4,59.9,87.1,"entrepreneurship,sustainability,building,environment,diverse_fields,fashion,mechanics,nature,exploration,computers,interior_design","cooking,outdoor_activities,woodworking,app_development,baking,science_experiments,cultural_activities","exploratory,adaptable,skill_based,diverse,helping_others,physical_work,goal_oriented,challenging,outdoor_work,independent,sustainable"
STU_31308,15,Female,3.63,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-06-10 19:31:55.930526,47.5,72.1,50.8,39.8,50.8,57.2,40.2,80.2,37.0,51.9,46.2,95.5,37.4,72.4,63.0,41.3,54.7,57.3,68.8,50.3,69.5,60.7,66.8,46.8,56.4,61.7,82.8,81.6,100.0,87.7,"digital_media,sustainability,innovation,environment,learning,web_development,nature,agriculture,computers,technology,research","gardening,farming,various_activities,crafting,writing,reading_business,planning,cultural_activities","exploratory,environmental,innovative,research_oriented,physical,analytical,skill_based,hands_on,diverse,physical_work,creative,meaningful_work,outdoor_work"
STU_98778,17,Other,3.15,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-05-12 19:31:55.930569,63.7,68.0,63.0,87.3,59.1,72.5,91.3,69.8,55.7,49.0,52.6,85.9,86.8,69.1,54.2,55.4,57.8,39.9,53.1,52.5,100.0,73.9,43.9,36.5,40.4,81.2,68.5,98.1,84.4,79.5,"engineering,literature,nutrition,psychology,learning,analysis,fashion,nature,agriculture,food_production","gardening,farming,fishing,cooking,building,various_activities,outdoor_activities,animal_care,cultural_activities","exploratory,environmental,flexible,physical,hands_on,meaningful_work,outdoor_work,detail_oriented,independent,sustainable"
STU_89109,16,Male,4.0,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-22 19:31:55.930612,79.0,68.2,73.5,55.9,70.0,82.2,68.9,44.2,67.8,71.3,85.2,87.8,76.5,69.2,39.7,72.4,61.8,90.0,38.4,43.0,70.9,82.7,58.2,58.3,63.1,52.7,91.9,77.2,89.0,68.8,"business,literature,sustainability,environment,management,social_issues,psychology,diverse_fields,learning,food_production,technology,history","learning_new_things,farming,fishing,sewing,writing,outdoor_activities,decorating,metalworking,networking,animal_care","environmental,adaptable,physical,skill_based,diverse,helping_others,physical_work,leadership,outdoor_work,sustainable"
STU_22108,16,Other,3.19,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-24 19:31:55.930654,28.2,44.1,93.8,61.5,50.1,40.8,53.5,64.3,67.3,64.8,33.2,83.4,65.1,65.2,60.4,41.6,46.2,78.2,48.4,49.2,55.6,41.8,69.5,41.0,76.3,39.8,79.2,85.4,89.9,79.7,"business,environment,management,economics,nature,agriculture,exploration,history","exploring,farming,fishing,robotics,outdoor_activities,decorating,coding,networking,animal_care,science_experiments","environmental,adaptable,physical,hands_on,diverse,physical_work,outdoor_work,independent,sustainable"
STU_91227,15,Male,3.74,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-07 19:31:55.930702,81.3,62.7,57.4,32.7,62.9,59.9,39.7,48.3,61.4,67.0,44.7,71.9,61.7,47.4,57.0,86.6,59.4,75.3,41.3,48.5,48.2,43.4,33.5,62.9,65.8,45.8,74.5,82.8,82.2,92.3,"business,sustainability,innovation,environment,manufacturing,nature,agriculture,history","gardening,farming,fishing,tech_projects,robotics,volunteering,outdoor_activities,metalworking,debating","environmental,adaptable,flexible,practical,diverse,physical_work,technical,outdoor_work,independent,sustainable"
STU_94343,17,Female,3.62,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-02 19:31:55.930749,50.0,59.0,45.0,82.5,64.0,74.9,54.6,75.3,71.2,79.2,39.8,82.7,76.5,46.0,67.8,68.6,70.5,65.0,69.3,66.5,77.8,49.2,65.1,78.3,48.2,49.6,87.2,95.8,80.7,83.0,"sustainability,environment,social_issues,diverse_fields,economics,mechanics,nature,agriculture,food_production,history","exploring,farming,fishing,cooking,tech_projects,outdoor_activities,repair_work,animal_care","caring,flexible,innovative,skill_based,diverse,leadership,outdoor_work,detail_oriented,sustainable"
STU_96057,16,Other,3.73,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-12-06 19:31:55.930791,52.7,92.9,46.1,61.4,61.6,27.2,47.4,39.7,70.8,34.6,74.1,70.2,74.4,39.1,66.4,74.0,68.6,41.7,76.9,68.2,24.6,61.7,100.0,76.7,52.5,68.2,78.1,92.1,73.9,94.1,"environment,psychology,nature,agriculture,food_production,interior_design","gardening,farming,fishing,crafting,outdoor_activities,reading_business,animal_care","exploratory,environmental,innovative,physical,helping_others,physical_work,leadership,goal_oriented,service_oriented,sustainable"
STU_86935,17,Male,3.58,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-03 19:31:55.930833,69.6,91.1,75.1,75.3,76.9,70.7,67.0,49.8,50.0,66.5,69.1,82.2,52.8,58.0,59.2,64.1,56.7,77.5,58.3,50.4,58.8,43.5,90.2,69.8,59.8,81.2,79.9,81.7,75.0,72.6,"flexibility,environment,diverse_fields,experimentation,construction,nature,agriculture,food_production,history","gardening,farming,fishing,cooking,math_puzzles,robotics,volunteering,outdoor_activities,metalworking,animal_care,science_experiments","environmental,physical,diverse,creative,outdoor_work,independent,sustainable"
STU_29236,16,Female,3.43,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-06 19:31:55.930876,76.0,46.8,56.4,56.9,71.6,53.5,71.3,70.7,50.1,55.6,61.2,77.6,46.6,82.2,33.3,63.5,80.5,47.9,60.4,73.5,14.4,59.2,36.4,74.5,48.1,86.8,72.5,86.5,73.2,79.6,"software,sustainability,building,environment,diverse_fields,experimentation,fashion,mechanics,construction,nature,agriculture,food_production","crafting,writing,outdoor_activities,animal_care,reading","exploratory,environmental,research_oriented,competitive,physical,practical,meaningful_work,outdoor_work,detail_oriented,independent,sustainable"
STU_97019,17,Female,3.27,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-06-09 19:31:55.930918,60.4,84.8,81.4,48.8,60.6,42.5,39.1,50.0,85.2,34.7,68.6,86.6,48.9,69.7,69.6,59.4,57.7,56.3,47.3,62.5,52.4,62.4,50.8,50.1,51.8,79.0,68.2,99.7,89.7,66.4,"variety,flexibility,business,sustainability,environment,management,nature,agriculture,food_production,history","gardening,fishing,crafting,writing,outdoor_activities,decorating,woodworking,coding,animal_care","environmental,innovative,skill_based,hands_on,collaborative,diverse,creative,goal_oriented,meaningful_work,outdoor_work,service_oriented,sustainable"
STU_69978,15,Other,3.67,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-10-21 19:31:55.930961,35.7,69.7,79.1,63.4,78.3,62.8,74.6,64.4,60.2,71.6,57.7,96.6,55.3,68.5,49.4,36.4,65.4,32.9,92.2,54.7,58.8,55.3,62.1,65.1,47.4,21.7,71.0,77.1,84.8,83.8,"business,sustainability,building,environment,psychology,manufacturing,economics,nature,agriculture,interior_design","gardening,farming,fishing,robotics,crafting,writing,gaming,outdoor_activities,metalworking,woodworking,coding,repair_work","environmental,flexible,competitive,physical,hands_on,collaborative,diverse,outdoor_work,detail_oriented,service_oriented,sustainable"
STU_10306,15,Female,3.05,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-01-19 19:31:55.931003,35.4,46.6,53.4,82.9,100.0,39.8,76.4,61.3,68.3,40.1,80.3,59.8,40.3,56.0,51.1,60.4,49.7,54.7,57.2,56.6,62.2,73.4,48.7,80.2,60.7,78.9,78.6,73.3,82.8,100.0,"literature,nutrition,building,environment,learning,politics,mechanics,interior_design","gardening,farming,robotics,volunteering,crafting,outdoor_activities,reading_business,coding,networking,animal_care,cultural_activities","exploratory,environmental,research_oriented,physical,practical,skill_based,helping_others,leadership,creative,outdoor_work"
STU_66809,15,Male,3.08,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-08-28 19:31:55.931045,70.2,62.7,66.1,41.9,66.9,64.4,37.7,62.0,56.4,54.7,59.3,92.9,66.9,44.3,67.5,59.3,50.8,41.4,72.1,51.4,73.6,43.9,89.9,99.5,68.1,79.4,77.5,76.5,93.9,83.5,"flexibility,business,sustainability,diverse_fields,manufacturing,nature,agriculture,food_production,networking,interior_design","gardening,farming,building,investing,writing,gaming,repair_work,animal_care,reading","environmental,competitive,physical,diverse,helping_others,physical_work,outdoor_work,sustainable"
STU_81856,17,Male,4.0,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-10-11 19:31:55.931092,61.2,41.7,57.2,75.7,81.9,64.1,80.1,53.1,85.5,49.2,47.9,77.4,48.8,67.8,78.8,60.2,64.7,39.3,61.4,86.6,81.2,43.6,53.4,100.0,66.3,82.7,97.9,70.8,89.2,83.9,"sustainability,environment,management,construction,nature,agriculture,food_production","fishing,computer_building,animal_care,reading","environmental,adaptable,innovative,physical,analytical,collaborative,diverse,technical,outdoor_work,sustainable"
STU_67074,15,Male,3.27,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-03 19:31:55.931138,89.4,47.5,100.0,62.5,69.5,20.2,75.1,27.7,57.8,51.7,67.0,83.8,68.8,78.7,44.9,56.9,47.3,46.2,89.0,41.0,47.7,92.9,58.1,59.0,66.0,41.9,72.8,75.8,92.4,88.7,"digital_media,engineering,sustainability,environment,fashion,nature,agriculture,food_production","farming,fishing,robotics,gaming,outdoor_activities,networking,animal_care,reading","caring,exploratory,environmental,physical,collaborative,helping_others,challenging,outdoor_work,detail_oriented,independent,sustainable"
STU_59159,16,Other,3.23,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-28 19:31:55.931181,58.0,71.7,24.2,64.5,71.4,46.2,69.8,60.2,87.2,52.2,68.9,67.3,61.1,72.2,52.1,76.8,73.8,62.2,55.9,13.7,50.3,76.5,55.9,66.8,53.0,38.6,89.5,69.7,79.4,85.6,"variety,software,sustainability,environment,agriculture,computers,food_production,history,interior_design","gardening,farming,fishing,cooking,various_activities,computer_building,robotics,investing,outdoor_activities,reading_business,networking,animal_care,reading","environmental,adaptable,flexible,innovative,physical,practical,hands_on,helping_others,physical_work,leadership,outdoor_work,service_oriented,sustainable"
